work_year,job_title,job_category,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_in_euros,cost_of_living,purchasing_power,job_field
2023,Data Analyst,Data Analysis,United States,2,4,3,United States,2,153640,143.34,1071.86,Data Analysis
2023,Data Analyst,Data Analysis,United States,2,4,3,United States,2,111320,143.34,776.62,Data Analysis
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,174984,143.34,1220.76,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,87492,143.34,610.38,Data Science
2023,Data Analyst,Data Analysis,United States,1,4,3,United States,2,122360,143.34,853.63,Data Analysis
2023,Data Analyst,Data Analysis,United States,1,4,3,United States,2,53728,143.34,374.83,Data Analysis
2023,Data Engineer,Data Engineering,United States,2,4,1,United States,2,82800,143.34,577.65,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,1,United States,2,64400,143.34,449.28,Data Engineering
2023,Data Scientist,Data Science and Research,United States,2,4,3,United States,2,67252,143.34,469.18,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,124200,143.34,866.47,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,92000,143.34,641.83,Data Engineering
2023,Data Engineer,Data Engineering,United Kingdom,3,4,1,United Kingdom,2,166072,144.03,1153.04,Data Engineering
2023,Data Engineer,Data Engineering,United Kingdom,3,4,1,United Kingdom,2,99643,144.03,691.82,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,270480,143.34,1886.98,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,176640,143.34,1232.31,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,244720,143.34,1707.27,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,153640,143.34,1071.86,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,184000,143.34,1283.66,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,138000,143.34,962.75,Data Science
2023,Data Analyst,Data Analysis,United States,1,4,1,United States,2,150696,143.34,1051.32,Data Analysis
2023,Data Analyst,Data Analysis,United States,1,4,1,United States,2,81144,143.34,566.09,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,165968,143.34,1157.86,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,127696,143.34,890.86,Data Analysis
2023,Data Analyst,Data Analysis,United Kingdom,2,4,3,United Kingdom,2,62258,144.03,432.26,Data Analysis
2023,Data Analyst,Data Analysis,United Kingdom,2,4,3,United Kingdom,2,50938,144.03,353.66,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,293480,143.34,2047.44,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,189520,143.34,1322.17,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,197800,143.34,1379.94,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,130640,143.34,911.4,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,244720,143.34,1707.27,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,153640,143.34,1071.86,Data Science
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,128919,143.34,899.39,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,78080,143.34,544.72,Data Analysis
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,164036,143.34,1144.38,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,96968,143.34,676.49,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,197800,143.34,1379.94,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,130640,143.34,911.4,Data Science
2023,Research Scientist,Data Science and Research,United States,3,4,1,United States,2,220800,143.34,1540.39,Data Science
2023,Research Scientist,Data Science and Research,United States,3,4,1,United States,2,193200,143.34,1347.84,Data Science
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,138000,143.34,962.75,Data Engineering
2023,Data Science Consultant,Data Science and Research,United States,3,4,3,United States,2,106720,143.34,744.52,Data Science
2023,Data Science Consultant,Data Science and Research,United States,3,4,3,United States,2,82800,143.34,577.65,Data Science
2023,Data Science Consultant,Data Science and Research,United States,3,4,3,United States,2,133400,143.34,930.65,Data Science
2023,Data Science Consultant,Data Science and Research,United States,3,4,3,United States,2,117760,143.34,821.54,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,141680,143.34,988.42,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,115920,143.34,808.71,Data Engineering
2023,Machine Learning Scientist,Machine Learning and AI,United States,3,4,3,United States,2,220800,143.34,1540.39,Data Science
2023,Machine Learning Scientist,Machine Learning and AI,United States,3,4,3,United States,2,144670,143.34,1009.28,Data Science
2023,Data Engineer,Data Engineering,United States,4,4,1,United States,2,202078,143.34,1409.78,Data Engineering
2023,Data Engineer,Data Engineering,United States,4,4,1,United States,2,125120,143.34,872.89,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,1,United States,2,165600,143.34,1155.3,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,1,United States,2,115000,143.34,802.29,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,3,227792,143.34,1589.17,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,3,117116,143.34,817.05,Data Science
2023,Data Scientist,Data Science and Research,United States,2,4,3,United States,2,55200,143.34,385.1,Data Science
2023,Data Scientist,Data Science and Research,United States,2,4,3,United States,2,50600,143.34,353.01,Data Science
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,230000,143.34,1604.58,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,115000,143.34,802.29,Data Engineering
