work_year,job_title,job_category,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_in_euros,cost_of_living,purchasing_power,job_field
2023,Data Scientist,Data Science and Research,United States,1,4,3,United States,2,64400,143.34,449.28,Data Science
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,92000,143.34,641.83,Data Analysis
2023,Data Engineer,Data Engineering,Canada,3,4,3,Canada,2,223560,142.12,1573.04,Data Engineering
2023,Data Engineer,Data Engineering,Canada,3,4,3,Canada,2,139840,142.12,983.96,Data Engineering
2023,Business Data Analyst,Data Analysis,Spain,3,4,1,Gibraltar,3,73577,113.82,646.43,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,3,4,3,United States,2,106352,143.34,741.96,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,3,4,3,United States,2,73324,143.34,511.54,Data Analysis
2023,Applied Scientist,Data Science and Research,United States,1,4,3,United States,2,259164,143.34,1808.04,Data Science
2023,Applied Scientist,Data Science and Research,United States,1,4,3,United States,2,129812,143.34,905.62,Data Science
2023,Data Specialist,Data Management and Strategy,United States,3,4,3,United States,2,159252,143.34,1111.01,Data Engineering
2023,Data Specialist,Data Management and Strategy,United States,3,4,3,United States,2,79948,143.34,557.75,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,3,United States,2,238004,143.34,1660.42,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,3,United States,2,123096,143.34,858.77,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,3,United States,2,207276,143.34,1446.04,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,3,United States,2,181608,143.34,1266.97,Data Science
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,144440,143.34,1007.67,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,115000,143.34,802.29,Data Analysis
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,191360,143.34,1335.01,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,123280,143.34,860.05,Data Science
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,128800,143.34,898.56,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,59800,143.34,417.19,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,173144,143.34,1207.93,Data Science
2023,Data Engineer,Data Engineering,United Kingdom,2,4,3,United Kingdom,2,45278,144.03,314.37,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,101200,143.34,706.01,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,67528,143.34,471.1,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,168740,143.34,1177.2,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,89424,143.34,623.86,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,275080,143.34,1919.07,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,172040,143.34,1200.22,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,60720,143.34,423.61,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,128800,143.34,898.56,Data Science
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,156584,143.34,1092.4,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,3,United States,2,77188,143.34,538.5,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,93444,143.34,651.9,Data Engineering
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,162840,143.34,1136.04,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,108560,143.34,757.36,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,215740,143.34,1505.09,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,116840,143.34,815.12,Data Science
2023,ML Engineer,Machine Learning and AI,Australia,3,4,1,Australia,3,105780,168.02,629.57,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,264500,143.34,1845.26,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,154560,143.34,1078.28,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,142600,143.34,994.84,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,140760,143.34,982.0,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,125120,143.34,872.89,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,233680,143.34,1630.25,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,197340,143.34,1376.73,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,123740,143.34,863.26,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,125120,143.34,872.89,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,95680,143.34,667.5,Data Science
2023,Data Scientist,Data Science and Research,United States,2,4,1,United States,2,131560,143.34,917.82,Data Science
2023,Data Scientist,Data Science and Research,United States,2,4,1,United States,2,107640,143.34,750.94,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,101200,143.34,706.01,Data Science
2023,Data Scientist,Data Science and Research,United Kingdom,2,4,3,United Kingdom,2,67918,144.03,471.55,Data Science
2023,Data Scientist,Data Science and Research,United Kingdom,2,4,3,United Kingdom,2,50938,144.03,353.66,Data Science
2023,Research Engineer,Data Science and Research,United States,3,4,3,United States,2,340400,143.34,2374.77,Data Science
2023,Research Engineer,Data Science and Research,United States,3,4,3,United States,2,184000,143.34,1283.66,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,253276,143.34,1766.96,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,168820,143.34,1177.76,Data Science
2023,Applied Scientist,Data Science and Research,United States,3,4,1,United States,2,211600,143.34,1476.21,Data Science
2023,Applied Scientist,Data Science and Research,United States,3,4,1,United States,2,180320,143.34,1257.99,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,232760,143.34,1623.83,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,158276,143.34,1104.2,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,215280,143.34,1501.88,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,163760,143.34,1142.46,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,150880,143.34,1052.6,Data Science
2023,Business Intelligence Specialist,BI and Visualization,United States,2,4,3,United States,2,100498,143.34,701.12,Data Analysis
2023,Business Intelligence Specialist,BI and Visualization,United States,2,4,3,United States,2,62812,143.34,438.2,Data Analysis
2023,Data Engineer,Data Engineering,France,2,4,1,France,2,52645,135.27,389.18,Data Engineering
2023,Data Engineer,Data Engineering,France,2,4,1,France,2,47678,135.27,352.47,Data Engineering
2023,Data Analyst,Data Analysis,United States,1,4,3,United States,2,74336,143.34,518.6,Data Analysis
2023,Data Analyst,Data Analysis,United States,1,4,3,United States,2,49496,143.34,345.3,Data Analysis
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,238188,143.34,1661.7,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,161993,143.34,1130.13,Data Engineering
2023,Business Intelligence Analyst,BI and Visualization,United States,2,4,1,United States,2,110400,143.34,770.2,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,2,4,1,United States,2,101200,143.34,706.01,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,284280,143.34,1983.26,Data Science
2023,Data Quality Analyst,Data Quality and Operations,United States,2,4,1,United States,2,59800,143.34,417.19,Data Engineering
2023,Data Quality Analyst,Data Quality and Operations,United States,2,4,1,United States,2,55200,143.34,385.1,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,121532,143.34,847.86,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,62928,143.34,439.01,Data Engineering
2023,Business Intelligence Engineer,BI and Visualization,United States,3,4,1,United States,2,147200,143.34,1026.93,Data Analysis
2023,Business Intelligence Engineer,BI and Visualization,United States,3,4,1,United States,2,128800,143.34,898.56,Data Analysis
2023,Data Analyst,Data Analysis,United States,2,4,1,United States,2,57500,143.34,401.14,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,130640,143.34,911.4,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,117760,143.34,821.54,Data Analysis
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,142600,143.34,994.84,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,128340,143.34,895.35,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,203320,143.34,1418.45,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,118680,143.34,827.96,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,238280,143.34,1662.34,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,127650,143.34,890.54,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,92000,143.34,641.83,Data Science
2023,Research Engineer,Data Science and Research,United States,3,4,3,United States,2,142600,143.34,994.84,Data Science
2023,Research Engineer,Data Science and Research,United States,3,4,3,United States,2,119600,143.34,834.38,Data Science
2023,Applied Scientist,Data Science and Research,United States,3,4,3,United States,2,197800,143.34,1379.94,Data Science
2023,Applied Scientist,Data Science and Research,United States,3,4,3,United States,2,168130,143.34,1172.95,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,190440,143.34,1328.59,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,129720,143.34,904.98,Data Science
2023,Data Scientist,Data Science and Research,United States,2,4,3,United States,2,82800,143.34,577.65,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,Uganda,1,4,1,United States,2,33120,48.47,683.31,Data Science
2023,Research Engineer,Data Science and Research,United States,2,4,3,United States,2,276000,143.34,1925.49,Data Science
2023,Data Analyst,Data Analysis,United States,2,4,3,United States,2,107364,143.34,749.02,Data Analysis
2023,Data Analyst,Data Analysis,United States,2,4,3,United States,2,85928,143.34,599.47,Data Analysis
2023,Data Analyst,Data Analysis,United States,1,4,3,United States,2,73600,143.34,513.46,Data Analysis
2023,Data Analyst,Data Analysis,United States,1,4,3,United States,2,46000,143.34,320.92,Data Analysis
2023,Applied Scientist,Data Science and Research,United States,2,4,3,United States,2,164680,143.34,1148.88,Data Science
2023,Applied Scientist,Data Science and Research,United States,2,4,3,United States,2,162370,143.34,1132.76,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,179400,143.34,1251.57,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,132250,143.34,922.63,Data Science
2023,Data Scientist,Data Science and Research,United States,2,4,3,United States,2,165600,143.34,1155.3,Data Science
2023,Data Scientist,Data Science and Research,United States,2,4,3,United States,2,149040,143.34,1039.77,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,183080,143.34,1277.24,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,181019,143.34,1262.86,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,Colombia,3,4,3,Colombia,2,82800,68.94,1201.04,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,Colombia,3,4,3,Colombia,2,64400,68.94,934.15,Data Science
2023,ML Engineer,Machine Learning and AI,United States,3,4,3,United States,2,298080,143.34,2079.53,Data Science
2023,ML Engineer,Machine Learning and AI,United States,3,4,3,United States,2,146280,143.34,1020.51,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,204240,143.34,1424.86,Data Engineering
2023,AI Developer,Machine Learning and AI,Ukraine,1,4,1,Ukraine,2,46000,37.76,1218.22,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,Italy,3,4,1,United States,3,64564,124.24,519.67,Data Science
2023,BI Developer,BI and Visualization,United States,2,4,3,United States,2,101200,143.34,706.01,Data Analysis
2023,BI Developer,BI and Visualization,United States,2,4,3,United States,2,69000,143.34,481.37,Data Analysis
2023,Data Analyst,Data Analysis,Slovenia,2,4,3,Slovenia,2,42711,103.47,412.79,Data Analysis
2023,Data Analyst,Data Analysis,Slovenia,2,4,3,Slovenia,2,35758,103.47,345.59,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,73600,143.34,513.46,Data Science
2023,Research Scientist,Data Science and Research,United States,2,4,3,United States,2,138000,143.34,962.75,Data Science
2023,Research Scientist,Data Science and Research,United States,2,4,3,United States,2,119600,143.34,834.38,Data Science
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,116380,143.34,811.92,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,71760,143.34,500.63,Data Analysis
2023,Data Lead,Leadership and Management,United States,4,4,3,United States,2,230000,143.34,1604.58,Other
2023,Data Lead,Leadership and Management,United States,4,4,3,United States,2,204240,143.34,1424.86,Other
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,110400,143.34,770.2,Data Analysis
2023,Decision Scientist,Data Science and Research,United States,2,4,3,United States,2,188140,143.34,1312.54,Data Science
2023,Decision Scientist,Data Science and Research,United States,2,4,3,United States,2,130824,143.34,912.68,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,273240,143.34,1906.24,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,126960,143.34,885.73,Data Science
2023,Data Analyst,Data Analysis,United States,2,4,3,United States,2,135792,143.34,947.34,Data Analysis
2023,Data Analyst,Data Analysis,United States,2,4,3,United States,2,97796,143.34,682.27,Data Analysis
2023,Data Analyst,Data Analysis,United Kingdom,3,4,3,United Kingdom,2,94379,144.03,655.27,Data Analysis
2023,Data Analyst,Data Analysis,United Kingdom,3,4,3,United Kingdom,2,73582,144.03,510.88,Data Analysis
2023,Data Science Consultant,Data Science and Research,United States,3,4,3,United States,2,120750,143.34,842.4,Data Science
2023,Data Science Consultant,Data Science and Research,United States,3,4,3,United States,2,117852,143.34,822.19,Data Science
2023,Data Engineer,Data Engineering,United States,4,4,1,United States,2,160540,143.34,1119.99,Data Engineering
2023,Data Engineer,Data Engineering,United States,4,4,1,United States,2,103960,143.34,725.27,Data Engineering
2023,Financial Data Analyst,Data Analysis,United States,1,4,2,United States,3,51980,143.34,362.63,Data Analysis
2023,AI Engineer,Machine Learning and AI,Romania,3,4,3,Romania,2,35758,63.98,558.89,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,208840,143.34,1456.96,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,170200,143.34,1187.39,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,3,United States,2,211600,143.34,1476.21,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,3,United States,2,147200,143.34,1026.93,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,127236,143.34,887.65,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,101844,143.34,710.51,Data Engineering
2023,Business Intelligence Analyst,BI and Visualization,United States,3,4,3,United States,2,119600,143.34,834.38,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,3,4,3,United States,2,73600,143.34,513.46,Data Analysis
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,195201,143.34,1361.8,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,143520,143.34,1001.26,Data Engineering
2023,Data Analyst,Data Analysis,United States,2,4,1,United States,2,102258,143.34,713.39,Data Analysis
2023,Data Analyst,Data Analysis,United States,2,4,1,United States,2,61355,143.34,428.04,Data Analysis
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,174800,143.34,1219.48,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,127604,143.34,890.22,Data Science
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,87436,143.34,609.99,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,54648,143.34,381.25,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,181977,143.34,1269.55,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,143936,143.34,1004.16,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,283360,143.34,1976.84,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,132480,143.34,924.24,Data Science
2023,Data Quality Analyst,Data Quality and Operations,United States,3,4,3,United States,2,158240,143.34,1103.95,Data Engineering
2023,Data Quality Analyst,Data Quality and Operations,United States,3,4,3,United States,2,128800,143.34,898.56,Data Engineering
2023,Data Engineer,Data Engineering,United Kingdom,2,4,3,United Kingdom,2,82633,144.03,573.72,Data Engineering
2023,Data Engineer,Data Engineering,United Kingdom,2,4,3,United Kingdom,2,66785,144.03,463.69,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,112608,143.34,785.6,Data Engineering
2023,Research Analyst,Data Science and Research,United States,2,4,3,United States,2,73600,143.34,513.46,Data Science
2023,Research Analyst,Data Science and Research,United States,2,4,3,United States,2,64400,143.34,449.28,Data Science
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,82800,143.34,577.65,Data Analysis
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,209300,143.34,1460.16,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,135700,143.34,946.7,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,1,United States,2,138000,143.34,962.75,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,2,4,1,United States,2,46000,143.34,320.92,Data Science
2023,Data Engineer,Data Engineering,United Kingdom,2,4,3,United Kingdom,2,67918,144.03,471.55,Data Engineering
2023,Data Engineer,Data Engineering,United Kingdom,2,4,3,United Kingdom,2,50938,144.03,353.66,Data Engineering
2023,Data Science Engineer,Data Science and Research,United States,3,4,1,United States,2,202400,143.34,1412.03,Data Science
2023,Data Science Engineer,Data Science and Research,United States,3,4,1,United States,2,165600,143.34,1155.3,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,305108,143.34,2128.56,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,246302,143.34,1718.31,Data Science
2023,Data Engineer,Data Engineering,United States,2,4,1,United States,2,174800,143.34,1219.48,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,1,United States,2,119600,143.34,834.38,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,1,United States,2,138000,143.34,962.75,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,1,United States,2,46000,143.34,320.92,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,2,4,1,United States,2,158424,143.34,1105.23,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,2,4,1,United States,2,120704,143.34,842.08,Data Engineering
2023,Data Strategy Manager,Data Management and Strategy,United States,3,4,1,United States,2,230000,143.34,1604.58,Data Engineering
2023,Data Strategy Manager,Data Management and Strategy,United States,3,4,1,United States,2,92000,143.34,641.83,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,1,United States,2,151800,143.34,1059.02,Data Engineering
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,142600,143.34,994.84,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,257600,143.34,1797.13,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,184000,143.34,1283.66,Data Analysis
2023,Data Manager,Leadership and Management,United Kingdom,2,4,3,United Kingdom,2,67918,144.03,471.55,Other
2023,Data Manager,Leadership and Management,United Kingdom,2,4,3,United Kingdom,2,62258,144.03,432.26,Other
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,266800,143.34,1861.31,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,159344,143.34,1111.65,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,216200,143.34,1508.3,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,187680,143.34,1309.33,Data Science
2023,Machine Learning Scientist,Machine Learning and AI,United States,3,4,3,United States,2,276000,143.34,1925.49,Data Science
2023,Machine Learning Scientist,Machine Learning and AI,United States,3,4,3,United States,2,204240,143.34,1424.86,Data Science
2023,Data Scientist,Data Science and Research,Canada,3,4,3,Canada,2,142600,142.12,1003.38,Data Science
2023,Data Scientist,Data Science and Research,Canada,3,4,3,Canada,2,96600,142.12,679.71,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,264500,143.34,1845.26,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,195500,143.34,1363.89,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,174824,143.34,1219.65,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,139860,143.34,975.72,Data Science
2023,Data Scientist,Data Science and Research,Greece,1,4,1,Greece,3,17879,104.66,170.83,Data Science
2023,Data Engineer,Data Engineering,Colombia,2,4,3,Colombia,2,120520,68.94,1748.19,Data Engineering
2023,Data Engineer,Data Engineering,Colombia,2,4,3,Colombia,2,80960,68.94,1174.35,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,182160,143.34,1270.82,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,121440,143.34,847.22,Data Science
2023,Business Intelligence Engineer,BI and Visualization,United States,3,4,1,United States,2,115000,143.34,802.29,Data Analysis
2023,Business Intelligence Engineer,BI and Visualization,United States,3,4,1,United States,2,105800,143.34,738.11,Data Analysis
2023,Data Manager,Leadership and Management,United States,3,4,3,United States,2,133400,143.34,930.65,Other
2023,Data Manager,Leadership and Management,United States,3,4,3,United States,2,119600,143.34,834.38,Other
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,157044,143.34,1095.6,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,104788,143.34,731.05,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,3,170200,143.34,1187.39,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,3,74520,143.34,519.88,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,113160,143.34,789.45,Data Science
2023,Data Manager,Leadership and Management,United States,4,4,3,United States,2,73600,143.34,513.46,Other
2023,Data Manager,Leadership and Management,United States,4,4,3,United States,2,69000,143.34,481.37,Other
2023,Data Analyst,Data Analysis,United States,2,4,1,United States,2,48760,143.34,340.17,Data Analysis
2023,Data Analyst,Data Analysis,United States,2,4,1,United States,2,44160,143.34,308.08,Data Analysis
2023,Analytics Engineer,Leadership and Management,United Kingdom,2,4,3,United Kingdom,2,339590,144.03,2357.77,Data Engineering
2023,Analytics Engineer,Leadership and Management,United Kingdom,2,4,3,United Kingdom,2,67918,144.03,471.55,Data Engineering
2023,Data Scientist,Data Science and Research,United States,2,4,3,United States,2,115000,143.34,802.29,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,174800,143.34,1219.48,Data Engineering
2023,Data Engineer,Data Engineering,United States,2,4,1,United States,2,105800,143.34,738.11,Data Engineering
2023,Computer Vision Engineer,Machine Learning and AI,United States,3,4,3,United States,2,178480,143.34,1245.15,Data Science
2023,Computer Vision Engineer,Machine Learning and AI,United States,3,4,3,United States,2,161000,143.34,1123.2,Data Science
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,170200,143.34,1187.39,Data Analysis
2023,Data Analyst,Data Analysis,United States,3,4,3,United States,2,147200,143.34,1026.93,Data Analysis
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,170200,143.34,1187.39,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,46000,143.34,320.92,Data Engineering
2023,Data Manager,Leadership and Management,United States,4,4,3,United States,2,64400,143.34,449.28,Other
2023,Data Engineer,Data Engineering,United States,1,4,3,United States,2,120442,143.34,840.25,Data Engineering
2023,Data Engineer,Data Engineering,United States,1,4,3,United States,2,110400,143.34,770.2,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,147200,143.34,1026.93,Data Science
2023,Applied Scientist,Data Science and Research,United States,3,4,1,United States,2,200755,143.34,1400.55,Data Science
2023,Applied Scientist,Data Science and Research,United States,3,4,1,United States,2,164254,143.34,1145.9,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,290720,143.34,2028.18,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,185840,143.34,1296.5,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,174570,143.34,1217.87,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,109675,143.34,765.14,Data Science
2023,Analytics Engineer,Leadership and Management,United States,3,4,3,United States,2,149040,143.34,1039.77,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,3,4,3,United States,2,119600,143.34,834.38,Data Engineering
2023,Data Visualization Specialist,BI and Visualization,United States,3,4,3,United States,2,156584,143.34,1092.4,Data Analysis
2023,Data Visualization Specialist,BI and Visualization,United States,3,4,3,United States,2,77188,143.34,538.5,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,230868,143.34,1610.63,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,1,United States,2,188892,143.34,1317.79,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,115000,143.34,802.29,Data Engineering
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,124200,143.34,866.47,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,3,United States,2,104880,143.34,731.69,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,200755,143.34,1400.55,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,164254,143.34,1145.9,Data Science
2023,Research Scientist,Data Science and Research,United States,3,4,3,United States,2,220800,143.34,1540.39,Data Science
2023,Research Scientist,Data Science and Research,United States,3,4,3,United States,2,150144,143.34,1047.47,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,238096,143.34,1661.06,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,3,4,3,United States,2,183264,143.34,1278.53,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,198375,143.34,1383.95,Data Science
2023,Data Scientist,Data Science and Research,United States,3,4,1,United States,2,146625,143.34,1022.92,Data Science
2023,Research Engineer,Data Science and Research,United States,3,4,3,United States,2,186760,143.34,1302.92,Data Science
2023,Research Engineer,Data Science and Research,United States,3,4,3,United States,2,122360,143.34,853.63,Data Science
2023,Data Science Manager,Data Science and Research,United States,3,4,3,United States,3,250608,143.34,1748.35,Data Science
2023,Data Science Manager,Data Science and Research,United States,3,4,3,United States,3,128892,143.34,899.2,Data Science
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,259440,143.34,1809.96,Data Engineering
2023,Data Engineer,Data Engineering,United States,3,4,3,United States,2,191360,143.34,1335.01,Data Engineering
2023,Data Analyst,Data Analysis,United States,3,4,1,United States,2,86405,143.34,602.8,Data Analysis
