work_year,job_title,job_category,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_in_euros
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,142600
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,140760
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,125120
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,233680
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,197340
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,123740
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,125120
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,95680
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,131560
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,107640
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,101200
2023,Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67918
2023,Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,50938
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,340400
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,184000
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,253276
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,168820
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,211600
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,180320
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,232760
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,158276
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,215280
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,163760
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,150880
2023,Business Intelligence Specialist,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,100498
2023,Business Intelligence Specialist,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,62812
2023,Data Engineer,Data Engineering,France,Mid-level,Full-time,Remote,France,M,52645
2023,Data Engineer,Data Engineering,France,Mid-level,Full-time,Remote,France,M,47678
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,In-person,United States,M,74336
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,In-person,United States,M,49496
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,238188
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,161993
2023,Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,Remote,United States,M,110400
2023,Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,Remote,United States,M,101200
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,284280
2023,Data Quality Analyst,Data Quality and Operations,United States,Mid-level,Full-time,Remote,United States,M,59800
2023,Data Quality Analyst,Data Quality and Operations,United States,Mid-level,Full-time,Remote,United States,M,55200
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,121532
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,62928
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,147200
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,128800
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,57500
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,130640
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,117760
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,142600
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,128340
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,203320
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,118680
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,238280
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,127650
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,92000
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,142600
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,119600
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,197800
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,168130
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,190440
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,129720
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,82800
2023,Machine Learning Engineer,Machine Learning and AI,Uganda,Entry-level,Full-time,Remote,United States,M,33120
2023,Research Engineer,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,276000
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,107364
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,85928
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,In-person,United States,M,73600
2023,Data Analyst,Data Analysis,United States,Entry-level,Full-time,In-person,United States,M,46000
2023,Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,164680
2023,Applied Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,162370
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,179400
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,132250
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,165600
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,149040
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,183080
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,181019
2023,Machine Learning Engineer,Machine Learning and AI,Colombia,Senior,Full-time,In-person,Colombia,M,82800
2023,Machine Learning Engineer,Machine Learning and AI,Colombia,Senior,Full-time,In-person,Colombia,M,64400
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,298080
2023,ML Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,146280
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,204240
2023,AI Developer,Machine Learning and AI,Ukraine,Entry-level,Full-time,Remote,Ukraine,M,46000
2023,Machine Learning Engineer,Machine Learning and AI,Italy,Senior,Full-time,Remote,United States,L,64564
2023,BI Developer,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,101200
2023,BI Developer,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,69000
2023,Data Analyst,Data Analysis,Slovenia,Mid-level,Full-time,In-person,Slovenia,M,42711
2023,Data Analyst,Data Analysis,Slovenia,Mid-level,Full-time,In-person,Slovenia,M,35758
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,73600
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,138000
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,119600
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,116380
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,71760
2023,Data Lead,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,230000
2023,Data Lead,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,204240
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,110400
2023,Decision Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,188140
2023,Decision Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,130824
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,273240
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,126960
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,135792
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,97796
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,94379
2023,Data Analyst,Data Analysis,United Kingdom,Senior,Full-time,In-person,United Kingdom,M,73582
2023,Data Science Consultant,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,120750
2023,Data Science Consultant,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,117852
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,Remote,United States,M,160540
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,Remote,United States,M,103960
2023,Financial Data Analyst,Data Analysis,United States,Entry-level,Full-time,Hybrid,United States,L,51980
2023,AI Engineer,Machine Learning and AI,Romania,Senior,Full-time,In-person,Romania,M,35758
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,208840
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,170200
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,211600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,147200
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,127236
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,101844
2023,Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,119600
2023,Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,73600
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,195201
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,143520
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,102258
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,61355
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,174800
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,127604
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,87436
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,54648
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,181977
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,143936
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,283360
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,132480
2023,Data Quality Analyst,Data Quality and Operations,United States,Senior,Full-time,In-person,United States,M,158240
2023,Data Quality Analyst,Data Quality and Operations,United States,Senior,Full-time,In-person,United States,M,128800
2023,Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,82633
2023,Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,66785
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,112608
2023,Research Analyst,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,73600
2023,Research Analyst,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,64400
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,82800
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,209300
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,135700
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,Remote,United States,M,138000
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,Remote,United States,M,46000
2023,Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67918
2023,Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,50938
2023,Data Science Engineer,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,202400
2023,Data Science Engineer,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,165600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,305108
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,246302
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,174800
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,119600
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,138000
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,46000
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,Remote,United States,M,158424
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,Remote,United States,M,120704
2023,Data Strategy Manager,Data Management and Strategy,United States,Senior,Full-time,Remote,United States,M,230000
2023,Data Strategy Manager,Data Management and Strategy,United States,Senior,Full-time,Remote,United States,M,92000
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,151800
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,142600
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,257600
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,184000
2023,Data Manager,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67918
2023,Data Manager,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,62258
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,266800
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,159344
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,216200
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,187680
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,276000
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,204240
2023,Data Scientist,Data Science and Research,Canada,Senior,Full-time,In-person,Canada,M,142600
2023,Data Scientist,Data Science and Research,Canada,Senior,Full-time,In-person,Canada,M,96600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,264500
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,195500
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,174824
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,139860
2023,Data Scientist,Data Science and Research,Greece,Entry-level,Full-time,Remote,Greece,L,17879
2023,Data Engineer,Data Engineering,Colombia,Mid-level,Full-time,In-person,Colombia,M,120520
2023,Data Engineer,Data Engineering,Colombia,Mid-level,Full-time,In-person,Colombia,M,80960
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,182160
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,121440
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,115000
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,105800
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,133400
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,119600
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,157044
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,104788
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,L,170200
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,L,74520
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,113160
2023,Data Manager,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,73600
2023,Data Manager,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,69000
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,48760
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,44160
2023,Analytics Engineer,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,339590
2023,Analytics Engineer,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67918
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,115000
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,174800
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,105800
2023,Computer Vision Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,178480
2023,Computer Vision Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,161000
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,170200
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,147200
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,170200
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,46000
2023,Data Manager,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,64400
2023,Data Engineer,Data Engineering,United States,Entry-level,Full-time,In-person,United States,M,120442
2023,Data Engineer,Data Engineering,United States,Entry-level,Full-time,In-person,United States,M,110400
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,147200
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,200755
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,164254
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,290720
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,185840
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,174570
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,109675
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,149040
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,119600
2023,Data Visualization Specialist,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,156584
2023,Data Visualization Specialist,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,77188
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,230868
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,188892
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,115000
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,124200
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,104880
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,200755
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,164254
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,220800
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,150144
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,238096
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,183264
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,198375
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,146625
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,186760
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,122360
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,250608
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,128892
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,259440
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,191360
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,86405
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,47805
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,194120
2023,BI Analyst,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,109296
2023,BI Analyst,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,69000
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,146602
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,119692
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,241040
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,225400
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,188800
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,125803
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,170200
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,87032
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,147200
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,98440
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,243248
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,162196
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,253000
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,161000
2023,ML Engineer,Machine Learning and AI,United States,Entry-level,Full-time,In-person,United States,L,69920
2023,Insight Analyst,Data Analysis,Portugal,Mid-level,Full-time,Remote,Portugal,M,49665
2023,Insight Analyst,Data Analysis,Portugal,Mid-level,Full-time,Remote,Portugal,M,39732
2023,Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,138000
2023,Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,115000
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,193200
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,193200
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,155940
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,126960
2023,AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,165600
2023,AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,110400
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,273516
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,182344
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,188140
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,127788
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,101568
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,62560
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,239752
2023,Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,Remote,United States,M,58650
2023,Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,Remote,United States,M,42688
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,197682
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,171898
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,87400
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,64952
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,137540
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,116909
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,149040
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,102120
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,257600
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,168130
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,180320
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,131192
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,177560
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,101200
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,225400
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,73600
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,64400
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,230000
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,207000
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,56598
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,45278
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,188600
2023,Machine Learning Engineer,Machine Learning and AI,Ukraine,Senior,Full-time,Remote,Ukraine,M,220800
2023,Machine Learning Engineer,Machine Learning and AI,Ukraine,Senior,Full-time,Remote,Ukraine,M,202400
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,273516
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,182344
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,143520
2023,Data Science Practitioner,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,180780
2023,Data Science Practitioner,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,89516
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,176640
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,150880
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,209484
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,142449
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,128800
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,L,262200
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,L,174800
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,L,372600
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,L,248400
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,197156
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,99820
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,133400
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,105800
2023,Data Science Engineer,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,119600
2023,Data Science Engineer,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,103960
