work_year,job_title,job_category,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_in_euros,cost_of_living,purchasing_power,job_field
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,246302,143.34,1718.31,Data Science
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,174800,143.34,1219.48,Data Engineering
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,119600,143.34,834.38,Data Engineering
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,138000,143.34,962.75,Data Engineering
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,46000,143.34,320.92,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,Remote,United States,M,158424,143.34,1105.23,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,Mid-level,Full-time,Remote,United States,M,120704,143.34,842.08,Data Engineering
2023,Data Strategy Manager,Data Management and Strategy,United States,Senior,Full-time,Remote,United States,M,230000,143.34,1604.58,Data Engineering
2023,Data Strategy Manager,Data Management and Strategy,United States,Senior,Full-time,Remote,United States,M,92000,143.34,641.83,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,151800,143.34,1059.02,Data Engineering
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,142600,143.34,994.84,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,257600,143.34,1797.13,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,184000,143.34,1283.66,Data Analysis
2023,Data Manager,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67918,144.03,471.55,Other
2023,Data Manager,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,62258,144.03,432.26,Other
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,266800,143.34,1861.31,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,159344,143.34,1111.65,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,216200,143.34,1508.3,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,187680,143.34,1309.33,Data Science
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,276000,143.34,1925.49,Data Science
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,204240,143.34,1424.86,Data Science
2023,Data Scientist,Data Science and Research,Canada,Senior,Full-time,In-person,Canada,M,142600,142.12,1003.38,Data Science
2023,Data Scientist,Data Science and Research,Canada,Senior,Full-time,In-person,Canada,M,96600,142.12,679.71,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,264500,143.34,1845.26,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,195500,143.34,1363.89,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,174824,143.34,1219.65,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,139860,143.34,975.72,Data Science
2023,Data Scientist,Data Science and Research,Greece,Entry-level,Full-time,Remote,Greece,L,17879,104.66,170.83,Data Science
2023,Data Engineer,Data Engineering,Colombia,Mid-level,Full-time,In-person,Colombia,M,120520,68.94,1748.19,Data Engineering
2023,Data Engineer,Data Engineering,Colombia,Mid-level,Full-time,In-person,Colombia,M,80960,68.94,1174.35,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,182160,143.34,1270.82,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,121440,143.34,847.22,Data Science
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,115000,143.34,802.29,Data Analysis
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,105800,143.34,738.11,Data Analysis
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,133400,143.34,930.65,Other
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,119600,143.34,834.38,Other
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,157044,143.34,1095.6,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,104788,143.34,731.05,Data Science
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,L,170200,143.34,1187.39,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,L,74520,143.34,519.88,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,113160,143.34,789.45,Data Science
2023,Data Manager,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,73600,143.34,513.46,Other
2023,Data Manager,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,69000,143.34,481.37,Other
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,48760,143.34,340.17,Data Analysis
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,44160,143.34,308.08,Data Analysis
2023,Analytics Engineer,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,339590,144.03,2357.77,Data Engineering
2023,Analytics Engineer,Leadership and Management,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,67918,144.03,471.55,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,115000,143.34,802.29,Data Science
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,174800,143.34,1219.48,Data Engineering
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,Remote,United States,M,105800,143.34,738.11,Data Engineering
2023,Computer Vision Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,178480,143.34,1245.15,Data Science
2023,Computer Vision Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,161000,143.34,1123.2,Data Science
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,170200,143.34,1187.39,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,147200,143.34,1026.93,Data Analysis
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,170200,143.34,1187.39,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,46000,143.34,320.92,Data Engineering
2023,Data Manager,Leadership and Management,United States,Executive,Full-time,In-person,United States,M,64400,143.34,449.28,Other
2023,Data Engineer,Data Engineering,United States,Entry-level,Full-time,In-person,United States,M,120442,143.34,840.25,Data Engineering
2023,Data Engineer,Data Engineering,United States,Entry-level,Full-time,In-person,United States,M,110400,143.34,770.2,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,147200,143.34,1026.93,Data Science
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,200755,143.34,1400.55,Data Science
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,164254,143.34,1145.9,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,290720,143.34,2028.18,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,185840,143.34,1296.5,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,174570,143.34,1217.87,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,109675,143.34,765.14,Data Science
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,149040,143.34,1039.77,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,119600,143.34,834.38,Data Engineering
2023,Data Visualization Specialist,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,156584,143.34,1092.4,Data Analysis
2023,Data Visualization Specialist,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,77188,143.34,538.5,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,230868,143.34,1610.63,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,188892,143.34,1317.79,Data Science
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,115000,143.34,802.29,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,124200,143.34,866.47,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,104880,143.34,731.69,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,200755,143.34,1400.55,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,164254,143.34,1145.9,Data Science
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,220800,143.34,1540.39,Data Science
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,150144,143.34,1047.47,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,238096,143.34,1661.06,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,183264,143.34,1278.53,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,198375,143.34,1383.95,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,146625,143.34,1022.92,Data Science
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,186760,143.34,1302.92,Data Science
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,122360,143.34,853.63,Data Science
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,250608,143.34,1748.35,Data Science
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,128892,143.34,899.2,Data Science
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,259440,143.34,1809.96,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,191360,143.34,1335.01,Data Engineering
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,86405,143.34,602.8,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,Remote,United States,M,47805,143.34,333.51,Data Analysis
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,194120,143.34,1354.26,Data Science
2023,BI Analyst,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,109296,143.34,762.49,Data Analysis
2023,BI Analyst,BI and Visualization,United States,Senior,Full-time,Remote,United States,M,69000,143.34,481.37,Data Analysis
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,146602,143.34,1022.76,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,119692,143.34,835.02,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,241040,143.34,1681.6,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,225400,143.34,1572.49,Data Science
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,188800,143.34,1317.15,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,125803,143.34,877.65,Data Engineering
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,170200,143.34,1187.39,Data Science
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,L,87032,143.34,607.17,Data Science
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,147200,143.34,1026.93,Data Science
2023,Research Analyst,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,98440,143.34,686.76,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,243248,143.34,1697.0,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,162196,143.34,1131.55,Data Science
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,253000,143.34,1765.03,Data Science
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,161000,143.34,1123.2,Data Science
2023,ML Engineer,Machine Learning and AI,United States,Entry-level,Full-time,In-person,United States,L,69920,143.34,487.79,Data Science
2023,Insight Analyst,Data Analysis,Portugal,Mid-level,Full-time,Remote,Portugal,M,49665,106.46,466.51,Data Analysis
2023,Insight Analyst,Data Analysis,Portugal,Mid-level,Full-time,Remote,Portugal,M,39732,106.46,373.21,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,138000,143.34,962.75,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,Mid-level,Full-time,In-person,United States,M,115000,143.34,802.29,Data Analysis
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,193200,143.34,1347.84,Data Science
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,193200,143.34,1347.84,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,155940,143.34,1087.9,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,126960,143.34,885.73,Data Science
2023,AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,165600,143.34,1155.3,Data Science
2023,AI Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,M,110400,143.34,770.2,Data Science
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,273516,143.34,1908.16,Data Science
2023,Data Science Manager,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,182344,143.34,1272.11,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,188140,143.34,1312.54,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,127788,143.34,891.5,Data Science
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,101568,143.34,708.58,Other
2023,Data Manager,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,62560,143.34,436.44,Other
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,239752,143.34,1672.61,Data Science
2023,Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,Remote,United States,M,58650,143.34,409.17,Data Engineering
2023,Data Integration Specialist,Data Management and Strategy,United States,Entry-level,Full-time,Remote,United States,M,42688,143.34,297.81,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,197682,143.34,1379.11,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,171898,143.34,1199.23,Data Science
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,87400,143.34,609.74,Data Analysis
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,In-person,United States,M,64952,143.34,453.13,Data Analysis
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,137540,143.34,959.54,Data Analysis
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,116909,143.34,815.61,Data Analysis
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,149040,143.34,1039.77,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,Remote,United States,M,102120,143.34,712.43,Data Engineering
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,257600,143.34,1797.13,Data Science
2023,Machine Learning Scientist,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,168130,143.34,1172.95,Data Science
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,180320,143.34,1257.99,Data Science
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,131192,143.34,915.25,Data Science
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,177560,143.34,1238.73,Data Engineering
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,101200,143.34,706.01,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,225400,143.34,1572.49,Data Science
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,73600,143.34,513.46,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,64400,143.34,449.28,Data Analysis
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,230000,143.34,1604.58,Data Engineering
2023,Data Engineer,Data Engineering,United States,Executive,Full-time,In-person,United States,M,207000,143.34,1444.12,Data Engineering
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,56598,144.03,392.96,Data Analysis
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,45278,144.03,314.37,Data Analysis
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,188600,143.34,1315.75,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,Ukraine,Senior,Full-time,Remote,Ukraine,M,220800,37.76,5847.46,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,Ukraine,Senior,Full-time,Remote,Ukraine,M,202400,37.76,5360.17,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,273516,143.34,1908.16,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,182344,143.34,1272.11,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,143520,143.34,1001.26,Data Science
2023,Data Science Practitioner,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,180780,143.34,1261.2,Data Science
2023,Data Science Practitioner,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,89516,143.34,624.5,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,176640,143.34,1232.31,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,150880,143.34,1052.6,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,209484,143.34,1461.45,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,Remote,United States,M,142449,143.34,993.78,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,128800,143.34,898.56,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,L,262200,143.34,1829.22,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,In-person,United States,L,174800,143.34,1219.48,Data Science
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,L,372600,143.34,2599.41,Data Science
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,L,248400,143.34,1732.94,Data Science
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,197156,143.34,1375.44,Data Engineering
2023,Data Engineer,Data Engineering,United States,Mid-level,Full-time,In-person,United States,M,99820,143.34,696.39,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,133400,143.34,930.65,Data Science
2023,Data Scientist,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,105800,143.34,738.11,Data Science
2023,Data Science Engineer,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,119600,143.34,834.38,Data Science
2023,Data Science Engineer,Data Science and Research,United States,Mid-level,Full-time,Remote,United States,M,103960,143.34,725.27,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,178940,143.34,1248.36,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,101430,143.34,707.62,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,271400,143.34,1893.4,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,163116,143.34,1137.97,Data Science
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,50938,144.03,353.66,Data Analysis
2023,Data Analyst,Data Analysis,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,40750,144.03,282.93,Data Analysis
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,176640,143.34,1232.31,Data Science
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,150880,143.34,1052.6,Data Science
2023,Data Engineer,Data Engineering,United States,Entry-level,Full-time,In-person,United States,M,202400,143.34,1412.03,Data Engineering
2023,Data Engineer,Data Engineering,United States,Entry-level,Full-time,In-person,United States,M,172040,143.34,1200.22,Data Engineering
2023,Director of Data Science,Data Science and Research,United States,Executive,Full-time,In-person,United States,M,324944,143.34,2266.95,Data Science
2023,Director of Data Science,Data Science and Research,United States,Executive,Full-time,In-person,United States,M,229356,143.34,1600.08,Data Science
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,78200,143.34,545.56,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,72680,143.34,507.05,Data Analysis
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,120520,143.34,840.8,Data Engineering
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,202400,143.34,1412.03,Data Science
2023,Applied Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,149960,143.34,1046.18,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,98808,143.34,689.33,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,93380,143.34,651.46,Data Science
2023,Data Engineer,Data Engineering,France,Mid-level,Full-time,Hybrid,France,M,74497,135.27,550.73,Data Engineering
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,276000,143.34,1925.49,Data Science
2023,Research Scientist,Data Science and Research,United States,Mid-level,Full-time,In-person,United States,M,92000,143.34,641.83,Data Science
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,161000,143.34,1123.2,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,150880,143.34,1052.6,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,194120,143.34,1354.26,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,253920,143.34,1771.45,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,169280,143.34,1180.97,Data Science
2023,Data Analyst,Data Analysis,United States,Mid-level,Full-time,Remote,United States,M,105800,143.34,738.11,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,153640,143.34,1071.86,Data Analysis
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,132480,143.34,924.24,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,88320,143.34,616.16,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,Remote,United States,M,133400,143.34,930.65,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,Remote,United States,M,106720,143.34,744.52,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,148120,143.34,1033.35,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,106996,143.34,746.45,Data Science
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,128800,143.34,898.56,Data Analysis
2023,Data Analyst,Data Analysis,United States,Senior,Full-time,In-person,United States,M,115000,143.34,802.29,Data Analysis
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,161518,143.34,1126.82,Data Engineering
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,Remote,United States,M,133265,143.34,929.71,Data Engineering
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,207000,143.34,1444.12,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,152720,143.34,1065.44,Data Science
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,174800,143.34,1219.48,Data Engineering
2023,Analytics Engineer,Leadership and Management,United States,Senior,Full-time,In-person,United States,M,138000,143.34,962.75,Data Engineering
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,139196,143.34,971.09,Data Science
2023,Data Scientist,Data Science and Research,United States,Senior,Full-time,Remote,United States,M,116012,143.34,809.35,Data Science
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,174800,143.34,1219.48,Data Science
2023,Research Engineer,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,139840,143.34,975.58,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,174800,143.34,1219.48,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,M,138000,143.34,962.75,Data Science
2023,Data Analyst,Data Analysis,United States,Executive,Full-time,Remote,United States,M,165600,143.34,1155.3,Data Analysis
2023,Data Analyst,Data Analysis,United States,Executive,Full-time,Remote,United States,M,115000,143.34,802.29,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,103960,143.34,725.27,Data Analysis
2023,Business Intelligence Analyst,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,83168,143.34,580.21,Data Analysis
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,187956,143.34,1311.26,Data Analysis
2023,Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,In-person,United States,M,127880,143.34,892.14,Data Analysis
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,114080,143.34,795.87,Data Engineering
2023,Research Scientist,Data Science and Research,United States,Senior,Full-time,In-person,United States,M,144440,143.34,1007.67,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,L,195776,143.34,1365.82,Data Science
2023,Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,In-person,United States,L,102672,143.34,716.28,Data Science
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,168360,143.34,1174.55,Data Engineering
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,135240,143.34,943.49,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,155480,143.34,1084.69,Data Engineering
2023,Data Engineer,Data Engineering,United States,Senior,Full-time,In-person,United States,M,83720,143.34,584.07,Data Engineering
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,193200,143.34,1347.84,Data Engineering
2023,Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,In-person,United States,M,147200,143.34,1026.93,Data Engineering
